#OTU.ID	S191127.3.1.c	S191030.5.0	S191030.3.1	S190905.4.2	S190905.4.0	S191030.4.2	S191126.3.3	S190905.4.3	S190905.5.0	S191126.4.2	S191126.3.2	S191030.5.3	S191127.5.1.c	S191030.4.3	S191030.4.0	S191126.3.1	S191002.4.2	S191126.5.1	S191030.3.2	S191003.5.1	S191127.4.0.c	S191002.3.3	S191127.3.0.c	S191127.5.2.c	S190905.3.3	S191126.5.0	S190905.5.1	S191126.5.2	S191030.3.3	S191030.4.1	S191002.3.2	S190905.5.3	S191003.5.0	S191126.3.0	S191003.4.0	S191127.5.0.c	S191127.4.1.c	S191127.3.2.c	S191002.5.3	S191030.5.2	S190905.3.0	S191003.5.2	S191126.5.3	S191002.4.1	S191030.5.1	S191002.4.3	S190905.3.1	S191127.4.2.c	S191126.4.1	S191127.5.3.c	S191030.3.0	S191002.3.1	S190905.4.1	S190905.3.2	S190905.5.2	S191126.4.0	S191127.3.3.c	taxonomy
seq38	0	33	0	0	0	226	0	0	0	633	0	42	262	218	131	0	0	45	0	54	542	0	0	48	0	78	0	81	0	371	0	0	43	0	0	31	354	0	160	53	0	94	58	0	37	0	0	126	728	40	0	0	0	0	0	520	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__avium
seq202	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__faecalis
seq420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__faecalis
seq286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__gallinarum-saccharolyticus
seq6	0	0	0	7871	7629	0	0	8035	2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	0	5795	0	0	0	0	3913	0	0	0	0	0	0	0	0	8488	0	0	0	0	0	10038	0	0	0	0	0	10136	6928	4977	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii
seq61	0	0	0	271	283	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	187	0	0	0	0	141	0	0	0	0	0	0	0	0	285	0	0	0	0	0	383	0	0	0	0	0	363	248	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii
seq324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii
seq285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii-taiwanensis
seq479	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii-taiwanensis
seq247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__taiwanensis
seq344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__taiwanensis
seq426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__taiwanensis
seq84	0	54	0	0	0	32	0	0	0	77	0	65	0	37	30	0	50	16	0	34	54	0	0	34	0	39	0	38	0	30	0	0	0	0	61	25	0	0	90	64	0	65	47	0	40	60	0	0	28	43	0	0	0	0	0	37	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__dysgalactiae
seq78	0	0	0	0	0	0	0	20	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__mitis-oralis-sanguinis
seq164	0	21	0	0	0	0	0	0	0	15	0	24	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	25	0	27	0	0	11	19	0	0	15	12	0	0	0	0	0	15	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__sp30070
seq174	32	0	20	0	0	0	0	0	0	0	15	0	0	0	0	33	0	0	19	0	0	23	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__suis
seq33	0	0	0	421	503	0	0	43	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	1164	0	0	0	0	301	0	0	0	0	0	0	0	0	15	0	0	0	0	0	34	0	0	0	0	0	185	148	1398	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
seq112	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
seq191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
seq356	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
seq480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
seq26	0	583	0	0	0	0	0	0	0	0	0	319	1143	0	0	0	0	386	0	126	0	0	0	454	0	792	0	577	0	0	0	0	52	0	0	528	0	0	417	430	0	321	775	0	303	0	0	0	0	731	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__subterminale
seq149	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__subterminale
seq384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XI; g__Anaerococcus; s__octavius
seq416	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XI; g__Helcococcus; s__ovis
seq408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XI; g__Peptoniphilus; s__grossensis
seq82	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XI; g__Tissierella; s__praeacuta
seq453	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__NA; s__sp31521
seq87	0	29	24	0	0	0	64	15	0	0	46	17	12	0	0	37	0	11	42	56	0	35	72	84	0	59	0	24	24	0	22	0	0	52	0	42	0	13	47	30	0	0	49	0	34	0	0	0	0	60	74	58	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__NA; s__sp31622
seq159	0	0	0	0	0	40	0	0	0	12	0	0	0	38	0	12	0	0	0	21	0	0	0	0	0	14	0	0	0	21	0	0	0	0	54	0	0	0	14	0	0	0	0	17	0	27	0	0	0	0	0	0	0	0	0	13	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__NA; s__sp31631
seq16	936	0	755	83	41	0	713	54	0	0	1054	0	0	0	0	828	0	0	881	0	0	805	565	0	24	0	46	0	1256	0	794	18	0	558	0	0	0	500	0	0	27	0	0	0	0	0	36	0	0	0	631	906	28	27	22	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__NA; s__sp31651
seq376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family XIII; g__NA; s__sp31651
seq213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	30	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Acetatifactor; s__sp31893
seq301	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Acetatifactor; s__sp31893
seq85	13	0	0	0	0	96	0	0	0	124	0	0	27	69	55	0	50	0	0	0	87	13	0	0	0	0	0	0	0	102	0	0	0	0	98	0	22	0	0	0	0	0	0	69	0	96	0	16	73	0	0	0	0	0	0	129	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__caccae
seq465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__caccae
seq12	22	61	0	0	0	1096	22	0	0	1210	0	30	0	892	518	0	711	0	15	144	1512	316	20	18	0	21	0	0	0	1043	178	0	90	0	1244	33	824	0	101	19	0	27	21	770	0	989	0	352	1390	16	18	60	0	0	0	1608	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__hansenii-producta
seq83	0	0	0	0	0	141	0	0	0	151	0	0	0	91	63	0	0	0	0	0	263	0	14	0	0	16	0	0	0	92	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	48	31	0	0	0	0	0	0	200	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__sp32002-sp32009
seq336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__sp32002-sp32009
seq304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__sp32015
seq117	72	0	48	0	0	0	15	0	0	0	22	0	0	0	0	114	0	0	69	0	0	0	16	0	0	0	0	0	108	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__sp32038
seq71	0	59	0	0	0	42	0	0	0	0	0	75	59	83	0	13	0	0	0	0	0	33	0	63	0	36	0	0	0	40	0	0	0	0	239	67	46	12	0	27	0	76	51	0	110	0	0	0	359	48	0	0	0	0	0	45	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32344
seq317	0	0	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32344
seq107	0	0	0	52	40	0	0	34	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	59	0	34	0	0	0	0	28	0	0	0	35	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	221	43	35	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32387
seq31	78	129	115	284	509	0	42	555	404	0	32	81	19	0	0	73	0	0	31	0	0	90	33	125	213	137	352	94	17	0	16	193	0	0	0	101	0	0	11	80	39	74	108	0	165	0	238	0	0	70	0	55	1017	331	175	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32402
seq445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32414
seq49	29	0	0	0	0	218	0	0	0	378	0	0	0	67	45	0	44	0	0	94	225	24	25	34	0	0	0	0	0	54	0	0	49	31	24	0	190	0	19	0	0	0	0	0	0	44	0	140	1002	0	79	0	0	0	0	311	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32428
seq203	0	0	29	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__sp32442
seq86	97	34	66	0	0	0	37	0	0	0	36	43	0	0	0	72	0	23	34	20	0	0	36	36	0	41	0	31	48	0	71	0	23	20	0	31	0	0	59	39	0	35	46	0	37	0	0	0	0	53	19	37	0	13	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Marvinbryantia; s__sp32970-sp32983
seq222	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	44	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Marvinbryantia; s__sp32979
seq370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Marvinbryantia; s__sp32989
seq467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__NA
seq155	0	0	0	61	0	0	0	49	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	53	67	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32146
seq456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32146
seq438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32156
seq108	0	0	0	0	75	0	0	123	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	262	0	23	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32254
seq103	0	0	0	0	89	0	0	99	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	20	0	0	0	0	0	119	0	0	0	0	0	100	23	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32255
seq166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32257
seq178	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	97	27	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32261
seq249	0	0	0	0	17	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32261
seq347	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32261
seq409	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32274
seq114	50	14	23	11	0	0	0	0	0	0	16	0	0	0	0	34	0	0	0	0	0	22	14	24	0	14	0	0	17	0	0	0	0	27	0	31	0	25	0	15	0	0	12	0	19	0	0	0	0	27	0	105	18	25	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32498
seq48	0	0	0	312	155	0	0	324	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	31	0	0	0	0	78	0	0	0	0	0	0	0	0	147	0	0	0	0	0	519	0	0	0	0	0	783	367	344	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32617-sp32782
seq134	0	0	0	91	30	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	127	27	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32622
seq212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32622
seq290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32622
seq256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32623
seq74	0	0	0	565	107	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32625
seq162	0	0	0	42	69	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	14	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32630
seq306	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32635-sp32668
seq167	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32638
seq93	0	0	0	74	50	0	0	43	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	95	0	0	0	0	36	0	0	0	0	0	0	0	0	74	0	0	0	0	0	82	0	0	0	0	0	305	43	39	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32648
seq143	0	0	0	41	43	0	0	34	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32655
seq315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__NA; s__sp32655
